Date,Open,High,Low,Close,Volume
2020-01-26,8322.65,8597.84,8281.47,8595.94,641.274251
2020-01-27,8595.58,8981.59,8552.09,8891.56,852.21121
2020-01-28,8888.29,9400.0,8885.0,9376.3,1053.812339
2020-01-29,9374.29,9424.38,9217.96,9283.4,870.172211
2020-01-30,9283.4,9561.24,9180.12,9499.49,780.63653
2020-01-31,9501.12,9519.42,9192.49,9336.29,726.838141
2020-02-01,9336.5,9452.23,9287.62,9377.14,789.161182
2020-02-02,9376.72,9474.47,9150.0,9321.69,829.733726
2020-02-03,9323.44,9601.17,9207.03,9284.88,881.44093
2020-02-04,9280.42,9339.98,9080.0,9169.11,1073.6558
2020-02-05,9169.11,9750.0,9151.56,9609.41,1598.883719
2020-02-06,9609.75,9850.0,9528.17,9752.92,1327.306145
2020-02-07,9753.12,9870.0,9715.63,9805.13,1103.920731
2020-02-08,9804.08,9944.18,9658.56,9901.35,1208.004566
2020-02-09,9901.56,10173.68,9887.8,10163.37,1237.339041
2020-02-10,10163.92,10196.53,9757.58,9849.46,1932.568306
2020-02-11,9847.63,10352.46,9708.07,10257.86,2272.148908
2020-02-12,10259.72,10477.55,10244.11,10345.0,1840.049163
2020-02-13,10344.47,10505.92,10081.83,10230.0,1986.222024
2020-02-14,10229.35,10388.65,10099.81,10365.4,1506.217527
2020-02-15,10362.01,10397.36,9800.0,9903.47,1432.247391
2020-02-16,9903.39,10049.94,9629.58,9922.46,1988.425395
2020-02-17,9922.44,9967.33,9457.84,9705.82,1939.102482
2020-02-18,9707.3,10273.08,9602.62,10185.88,1662.951676
2020-02-19,10189.16,10264.15,9350.03,9598.06,1870.572922
2020-02-20,9597.61,9698.87,9410.0,9603.98,2027.580788
2020-02-21,9603.56,9762.4,9574.62,9689.0,1592.241965
2020-02-22,9687.74,9717.48,9567.04,9666.67,983.103474
2020-02-23,9665.11,10018.78,9663.72,9964.16,1784.76485
2020-02-24,9964.51,10019.86,9484.35,9654.97,3020.416737
2020-02-25,9653.31,9673.16,9240.02,9308.43,3051.645472
2020-02-26,9306.54,9365.21,8622.23,8775.92,4249.334944
2020-02-27,8778.26,8974.75,8523.95,8815.88,4075.596499
2020-02-28,8817.81,8899.99,8437.4,8706.48,4328.05479
2020-02-29,8702.71,8796.91,8522.87,8524.53,1837.605561
2020-03-01,8522.83,8746.68,8411.11,8525.69,3142.774062
2020-03-02,8521.81,8970.07,8487.7,8916.01,2665.672862
2020-03-03,8919.54,8920.83,8658.18,8759.41,2328.872989
2020-03-04,8761.16,8849.79,8668.03,8757.57,1695.394566
2020-03-05,8757.64,9170.0,8757.56,9069.3,2769.450271
2020-03-06,9068.96,9179.0,8999.0,9152.98,2256.399482
2020-03-07,9153.13,9212.26,8860.0,8896.07,1820.715929
2020-03-08,8895.83,8895.83,8003.2,8035.49,4783.538762
2020-03-09,8035.39,8178.26,7633.36,7926.58,9023.481519
2020-03-10,7926.62,8151.72,7731.89,7889.21,4903.581088
2020-03-11,7892.58,7985.51,7587.34,7940.09,3727.709732
2020-03-12,7941.97,7968.67,4418.46,4802.94,16148.574528
2020-03-13,4800.43,5995.35,3775.58,5634.62,15691.834508
2020-03-14,5625.69,5662.06,5052.06,5164.13,8073.133499
2020-03-15,5174.02,5962.79,5090.48,5353.66,7156.882162
2020-03-16,5352.22,5353.56,4433.58,5032.16,14750.439831
2020-03-17,5033.7,5550.0,4930.01,5336.77,9352.025912
2020-03-18,5335.61,5450.0,5020.81,5412.82,8949.317471
2020-03-19,5412.47,6421.46,5268.13,6182.87,8638.795033
2020-03-20,6181.63,6930.11,5667.71,6208.8,10493.604387
2020-03-21,6211.3,6465.0,5869.65,6198.75,8647.776176
2020-03-22,6195.33,6413.72,5744.54,5818.63,8248.269399
2020-03-23,5820.02,6622.32,5689.28,6493.87,8358.45083
2020-03-24,6493.88,6856.6,6402.04,6762.28,5588.456393
2020-03-25,6762.61,6979.0,6475.2,6691.16,5156.321661
2020-03-26,6694.17,6793.87,6530.0,6754.51,3383.319532
2020-03-27,6756.28,6868.42,6274.34,6366.98,3832.715022
2020-03-28,6368.42,6368.42,6032.22,6251.0,3958.723467
2020-03-29,6251.14,6276.79,5871.51,5883.13,3152.119831
2020-03-30,5882.97,6617.48,5860.2,6405.92,5034.64891
2020-03-31,6405.93,6529.97,6337.73,6427.47,3471.214659
2020-04-01,6427.83,6697.94,6159.86,6664.3,4574.452603
2020-04-02,6664.24,7232.96,6578.95,6797.85,7721.929734
2020-04-03,6797.85,7052.5,6612.64,6739.29,6605.503119
2020-04-04,6739.43,7003.98,6660.95,6871.1,5188.746581
2020-04-05,6871.07,6907.0,6681.13,6782.53,3805.44571
2020-04-06,6783.03,7363.41,6775.0,7339.31,7022.341582
2020-04-07,7340.23,7465.1,7078.76,7199.79,6226.079559
2020-04-08,7201.52,7425.0,7153.06,7372.16,4156.921059
2020-04-09,7372.12,7378.72,7118.88,7293.8,3011.976629
2020-04-10,7293.79,7303.24,6750.0,6867.8,6042.599142
2020-04-11,6867.9,6951.72,6770.7,6886.37,2719.812503
2020-04-12,6886.74,7194.98,6790.14,6912.7,3674.515937
2020-04-13,6909.04,6909.96,6581.35,6855.31,5990.02669
2020-04-14,6855.01,6988.06,6749.43,6877.23,4141.4692
2020-04-15,6877.22,6939.47,6610.7,6622.99,4260.423272
2020-04-16,6623.01,7208.52,6476.78,7112.49,8371.307515
2020-04-17,7114.28,7152.0,6996.61,7033.72,3727.089614
2020-04-18,7033.45,7303.2,7022.53,7259.3,2951.781799
2020-04-19,7259.5,7274.19,7062.56,7131.31,3472.188211
2020-04-20,7130.98,7223.45,6748.15,6840.5,5298.267673
2020-04-21,6837.84,6951.0,6772.07,6850.65,4878.859754
2020-04-22,6850.34,7166.33,6825.34,7133.15,3900.836529
2020-04-23,7134.93,7766.89,7032.94,7490.61,6996.117412
2020-04-24,7490.62,7659.0,7394.06,7511.21,5052.425202
2020-04-25,7511.22,7714.34,7435.52,7545.92,2910.964119
2020-04-26,7545.91,7710.31,7482.48,7703.16,3698.185476
2020-04-27,7702.33,7800.0,7633.16,7785.89,4217.288772
2020-04-28,7787.54,7792.7,7670.83,7752.63,3583.671895
2020-04-29,7752.55,8975.0,7720.0,8785.99,12046.016021
2020-04-30,8786.25,9472.04,8408.0,8625.69,14027.354734
2020-05-01,8625.68,9070.0,8619.74,8828.7,8336.461432
2020-05-02,8828.78,9018.03,8759.49,8980.54,4014.768598
2020-05-03,8981.04,9203.37,8727.43,8902.71,7031.255964
2020-05-04,8902.75,8964.76,8534.27,8882.88,5920.127578
2020-05-05,8883.73,9118.41,8762.85,9025.28,5264.921891
2020-05-06,9026.14,9412.8,8918.36,9155.19,6784.542756
2020-05-07,9154.07,10073.45,9034.75,9999.02,8670.852733
2020-05-08,9999.62,10051.16,9725.89,9810.2,6857.675075
2020-05-09,9810.21,9920.26,9523.0,9537.51,5727.952042
2020-05-10,9537.5,9568.19,6011.0,8726.75,18111.929132
2020-05-11,8726.21,9172.71,8200.1,8564.38,13332.928825
2020-05-12,8566.68,8980.99,8533.74,8818.06,5537.649329
2020-05-13,8816.91,9411.1,8798.97,9318.34,5380.928787
2020-05-14,9318.21,9945.37,9266.57,9794.89,8011.400891
2020-05-15,9795.04,9847.57,9119.65,9307.55,8199.646043
2020-05-16,9306.28,9584.68,9212.16,9381.74,4772.490169
2020-05-17,9381.74,9889.0,9324.27,9677.28,5325.51475
2020-05-18,9677.27,9950.0,9464.38,9724.47,6927.776812
2020-05-19,9724.48,9899.72,9466.0,9775.11,9224.653819
2020-05-20,9774.61,9835.0,9302.44,9505.45,8566.329053
2020-05-21,9505.59,9569.76,8800.75,9058.04,11463.249577
2020-05-22,9058.01,9260.0,8923.07,9168.97,5215.398664
2020-05-23,9168.91,9308.16,9083.27,9177.76,2954.846163
2020-05-24,9177.7,9298.25,8685.43,8713.48,5142.619863
2020-05-25,8714.09,8976.4,8635.06,8896.18,5551.054975
2020-05-26,8896.18,9000.0,8692.36,8840.65,4729.105032
2020-05-27,8840.7,9227.03,8808.89,9202.59,4649.687575
2020-05-28,9202.87,9624.53,9111.22,9580.0,5943.914891
2020-05-29,9579.16,9606.33,9327.73,9421.32,4636.694523
2020-05-30,9421.19,9749.0,9328.57,9699.2,4266.873307
2020-05-31,9699.33,9701.03,9383.45,9441.94,4318.076996
2020-06-01,9441.78,10395.58,9413.67,10213.1,6821.919275
2020-06-02,10213.1,10236.96,9272.27,9517.5,13843.595242
2020-06-03,9516.52,9693.0,9369.0,9664.73,4929.997933
2020-06-04,9664.92,9884.99,9454.41,9791.63,6683.747122
2020-06-05,9790.55,9846.73,9594.43,9616.57,5424.757382
2020-06-06,9616.1,9730.68,9529.46,9666.23,3313.023993
2020-06-07,9666.22,9820.0,9373.36,9751.76,5018.567681
2020-06-08,9751.75,9807.74,9632.55,9785.52,3315.270256
2020-06-09,9785.5,9878.98,9561.22,9779.74,4242.092416
2020-06-10,9778.07,9999.0,9688.0,9890.27,3515.994791
2020-06-11,9890.49,9970.0,9047.7,9267.6,8829.74973
2020-06-12,9267.49,9550.0,9227.84,9463.6,3207.373179
2020-06-13,9463.53,9495.42,9350.0,9473.83,2535.267127
2020-06-14,9473.77,9481.81,9238.78,9334.3,2288.06608
2020-06-15,9334.05,9497.36,8895.52,9427.1,6560.396257
2020-06-16,9427.1,9588.0,9378.53,9525.19,3524.025535
2020-06-17,9525.37,9558.85,9226.25,9454.02,3962.306086
2020-06-18,9454.57,9473.67,9267.09,9373.45,2901.995144
2020-06-19,9374.46,9423.4,9227.95,9294.5,5177.648396
2020-06-20,9294.67,9388.68,9153.44,9352.93,3230.775138
2020-06-21,9353.59,9415.0,9270.12,9280.84,2882.470222
2020-06-22,9280.71,9782.54,9263.87,9685.58,3687.764432
2020-06-23,9685.61,9718.67,9573.57,9621.22,3467.010352
2020-06-24,9621.22,9663.41,9192.02,9283.97,5597.738294
2020-06-25,9284.46,9333.66,8989.0,9242.26,4392.588166
2020-06-26,9242.22,9289.62,9029.8,9152.93,4966.969113
2020-06-27,9153.18,9184.17,8822.0,9001.85,3772.050653
2020-06-28,9001.85,9187.28,8939.13,9111.79,2397.470886
2020-06-29,9111.98,9232.3,9015.39,9186.63,3748.500799
2020-06-30,9186.95,9199.81,9055.92,9134.64,2977.998007
2020-07-01,9134.52,9292.92,9086.56,9232.97,3184.946221
2020-07-02,9232.98,9263.76,8935.95,9086.99,4205.59518
2020-07-03,9086.99,9123.12,9030.0,9056.24,2460.307218
2020-07-04,9057.45,9191.47,9042.81,9137.72,2121.413342
2020-07-05,9137.28,9145.09,8904.69,9073.03,2595.663516
2020-07-06,9073.03,9372.63,9059.49,9343.16,4013.943409
2020-07-07,9343.08,9377.78,9204.08,9256.05,3195.815534
2020-07-08,9256.13,9472.0,9231.58,9439.67,4179.742978
2020-07-09,9439.7,9443.67,9156.51,9231.53,4078.111798
2020-07-10,9231.39,9315.0,9118.89,9286.71,3646.3298
2020-07-11,9287.04,9298.74,9178.88,9231.22,1887.363792
2020-07-12,9231.22,9349.8,9156.96,9301.96,2524.40515
2020-07-13,9301.96,9340.0,9197.44,9235.92,3666.962869
2020-07-14,9235.91,9274.61,9106.11,9253.41,3368.658475
2020-07-15,9253.42,9272.66,9151.22,9187.9,3103.904675
2020-07-16,9187.97,9216.91,9031.87,9127.31,3793.180246
2020-07-17,9127.34,9177.2,9078.43,9151.61,2580.002536
2020-07-18,9151.57,9210.73,9120.46,9172.42,2158.988958
2020-07-19,9172.31,9235.0,9102.3,9211.93,2575.055822
2020-07-20,9211.53,9223.04,9129.49,9162.54,3610.202901
2020-07-21,9162.51,9438.0,9153.48,9396.79,4844.667278
2020-07-22,9396.79,9563.06,9277.67,9532.6,4988.502125
2020-07-23,9532.19,9676.62,9449.11,9613.95,6130.665443
2020-07-24,9613.81,9647.48,9474.98,9550.42,6338.365278
2020-07-25,9550.41,9747.18,9535.46,9710.08,6158.644522
2020-07-26,9710.16,10170.7,9659.05,9939.36,10394.83725
2020-07-27,9939.38,11420.86,9931.61,11050.92,21488.792295
2020-07-28,11050.92,11262.77,10577.0,10925.77,14908.004444
2020-07-29,10925.48,11352.63,10850.0,11111.67,9473.723315
2020-07-30,11111.67,11187.91,10828.27,11109.09,8820.895838
2020-07-31,11109.16,11458.39,10968.53,11352.64,9253.304855
2020-08-01,11352.34,11883.03,11235.0,11815.45,12562.623644
2020-08-02,11815.91,12120.69,10540.74,11071.15,14868.67785
2020-08-03,11071.52,11482.96,10935.33,11229.96,7278.517523
2020-08-04,11230.17,11424.2,11009.82,11197.44,8853.907605
2020-08-05,11197.83,11797.0,11090.0,11756.82,8907.69741
2020-08-06,11756.98,11913.01,11574.15,11771.4,7669.319543
2020-08-07,11771.25,11920.0,11327.7,11605.37,8444.213843
2020-08-08,11606.02,11818.52,11524.24,11769.85,4879.676433
2020-08-09,11769.85,11808.49,11531.92,11688.44,5370.785333
2020-08-10,11688.45,12079.67,11525.0,11901.25,8346.087722
2020-08-11,11901.15,11941.15,11121.38,11385.73,10365.242122
2020-08-12,11385.97,11627.38,11145.0,11567.18,7153.849603
2020-08-13,11567.18,11805.35,11277.17,11794.79,7861.039737
2020-08-14,11794.8,11860.74,11652.74,11773.55,6595.921524
2020-08-15,11773.55,11991.83,11688.5,11859.31,6825.133905
2020-08-16,11859.22,11939.15,11687.55,11915.38,4615.697838
2020-08-17,11915.4,12482.2,11774.56,12295.87,9064.202232
2020-08-18,12295.08,12400.0,11811.26,11954.07,8855.678795
2020-08-19,11954.07,12024.52,11568.08,11757.13,9044.159375
2020-08-20,11756.7,11889.04,11671.3,11861.39,5146.692745
2020-08-21,11861.19,11884.03,11486.15,11528.88,8148.887549
2020-08-22,11528.88,11689.97,11372.6,11669.87,5614.030649
2020-08-23,11669.64,11719.15,11520.0,11651.37,4270.837864
2020-08-24,11651.37,11829.25,11592.02,11749.98,5516.325039
2020-08-25,11749.96,11767.86,11114.92,11322.05,8807.880897
2020-08-26,11322.02,11548.08,11250.44,11467.49,6244.919313
2020-08-27,11467.49,11595.28,11122.45,11328.5,9197.907005
2020-08-28,11328.75,11548.0,11278.42,11532.37,6259.284958
2020-08-29,11532.37,11584.55,11413.48,11469.17,4807.685689
2020-08-30,11469.16,11717.31,11462.31,11711.1,4018.28432
2020-08-31,11711.37,11790.0,11575.65,11653.66,5687.766346
2020-09-01,11653.65,12062.69,11526.52,11923.74,9077.239159
2020-09-02,11923.74,11954.16,11152.26,11395.71,12728.720674
2020-09-03,11395.71,11476.18,9972.55,10146.86,17071.30555
2020-09-04,10146.9,10630.0,9900.0,10454.94,13503.699808
2020-09-05,10454.94,10568.82,9824.1,10166.07,13546.977469
2020-09-06,10166.47,10350.0,9994.81,10256.89,7861.285186
2020-09-07,10256.89,10408.3,9875.0,10373.32,8992.790121
2020-09-08,10374.02,10438.77,9844.04,10123.64,11058.61181
2020-09-09,10123.84,10347.1,9976.28,10221.79,5779.305586
2020-09-10,10221.65,10487.79,10214.8,10340.34,8073.601892
2020-09-11,10340.17,10402.04,10199.53,10392.25,6010.62665
2020-09-12,10392.11,10477.67,10271.02,10440.74,3771.518917
2020-09-13,10440.93,10581.05,10211.34,10332.3,4771.247274
2020-09-14,10332.4,10747.46,10244.14,10676.2,9009.835768
2020-09-15,10676.2,10930.0,10611.97,10783.09,7672.119849
2020-09-16,10783.09,11095.24,10660.54,10953.89,7705.136318
2020-09-17,10953.47,11045.44,10746.53,10941.82,6065.572751
2020-09-18,10941.83,11040.46,10810.47,10934.8,5198.706715
2020-09-19,10934.79,11181.07,10888.09,11080.75,3401.197325
2020-09-20,11080.85,11080.85,10755.87,10916.66,4379.686431
2020-09-21,10916.68,10987.75,10290.96,10414.57,8370.327864
2020-09-22,10414.83,10572.88,10356.09,10528.77,5575.319531
2020-09-23,10528.78,10536.97,10133.56,10237.57,6141.509609
2020-09-24,10237.63,10796.63,10191.16,10738.81,8401.012178
2020-09-25,10738.8,10765.0,10555.59,10691.01,7004.966261
2020-09-26,10691.01,10824.16,10651.0,10729.62,3123.751039
2020-09-27,10729.73,10799.99,10593.72,10774.39,3304.170155
2020-09-28,10773.91,10954.81,10630.47,10692.83,5812.008928
2020-09-29,10692.61,10863.62,10635.72,10839.1,5235.692884
2020-09-30,10839.08,10847.62,10661.54,10775.29,5494.34425
2020-10-01,10775.59,10927.66,10440.0,10616.08,7406.474082
2020-10-02,10615.97,10661.12,10374.55,10571.16,7137.232107
2020-10-03,10571.17,10604.98,10494.83,10544.79,2322.770709
2020-10-04,10544.67,10694.91,10520.59,10669.49,2845.956384
2020-10-05,10669.08,10800.0,10620.39,10793.1,3248.214779
2020-10-06,10793.1,10801.47,10522.08,10596.59,6212.074071
2020-10-07,10596.6,10680.19,10546.94,10667.35,3433.254707
2020-10-08,10666.76,10955.14,10532.9,10928.65,5623.704445
2020-10-09,10928.16,11108.55,10826.65,11056.07,4674.702128
2020-10-10,11056.07,11495.0,11054.9,11299.03,5423.626968
2020-10-11,11299.02,11444.88,11276.76,11371.42,4213.330001
2020-10-12,11371.42,11725.91,11176.08,11534.33,7427.38166
2020-10-13,11534.33,11561.47,11311.92,11423.7,6647.586512
2020-10-14,11423.78,11551.11,11288.88,11423.82,4841.579943
2020-10-15,11423.82,11625.3,11253.41,11508.92,6070.919513
2020-10-16,11509.15,11546.66,11198.09,11324.19,6479.689512
2020-10-17,11324.23,11409.98,11263.88,11364.2,2392.335203
2020-10-18,11364.2,11513.98,11350.0,11507.76,2476.040087
2020-10-19,11508.12,11840.0,11413.72,11756.61,5819.248888
2020-10-20,11756.69,12049.0,11682.19,11919.63,7563.538719
2020-10-21,11919.65,13246.54,11898.3,12810.5,13366.596111
2020-10-22,12809.5,13204.08,12700.0,12984.4,9610.018536
2020-10-23,12986.36,13033.32,12732.33,12935.42,6348.538845
2020-10-24,12935.31,13177.64,12882.04,13124.86,3434.946475
2020-10-25,13124.85,13366.78,12888.05,13041.86,4365.580024
2020-10-26,13041.98,13250.0,12775.48,13067.01,6374.893472
2020-10-27,13067.0,13798.7,13055.4,13644.77,8235.939105
2020-10-28,13644.77,13865.04,12891.18,13270.0,9867.783015
2020-10-29,13270.71,13650.0,12974.0,13464.57,8811.9174
2020-10-30,13464.57,13678.07,13118.0,13569.51,8725.736858
2020-10-31,13569.55,14100.0,13421.75,13803.15,7577.270968
2020-11-01,13802.94,13905.69,13627.71,13768.97,3886.423541
2020-11-02,13769.1,13839.07,13208.9,13563.0,8299.051763
2020-11-03,13563.0,14073.57,13293.77,14030.64,9085.253978
2020-11-04,14030.71,14279.03,13535.39,14159.15,13678.82558
2020-11-05,14159.16,15778.99,14110.03,15612.81,15926.238992
2020-11-06,15613.9,15982.85,15190.0,15599.89,17081.166847
2020-11-07,15599.88,15774.99,14344.88,14835.97,13736.321248
2020-11-08,14834.35,15670.0,14720.16,15488.13,8637.39712
2020-11-09,15487.73,15854.28,14817.58,15341.03,15401.822479
2020-11-10,15342.15,15472.0,15090.0,15313.17,9806.235968
2020-11-11,15313.16,16000.0,15289.99,15700.26,11495.359672
2020-11-12,15700.44,16357.5,15462.59,16310.75,15088.425229
2020-11-13,16310.65,16492.64,15965.0,16338.89,10428.899529
2020-11-14,16338.89,16342.5,15716.66,16081.42,8349.390268
2020-11-15,16081.7,16173.09,15787.98,15968.15,6200.234315
2020-11-16,15968.51,16890.0,15880.0,16720.0,10126.182107
2020-11-17,16719.99,17877.42,16564.1,17678.08,15950.092475
2020-11-18,17677.82,18495.86,17239.62,17791.08,21447.758132
